Native Status,Physiognomy,MN DNR Official Name,Common Name,Emerging (New) Taxonomy,Gleason & Cronquist Synonym
N,D,Salix pedicellaris,bog willow,,Salix pedicellaris
N,D,Salix pellita,satiny willow,,Salix pellita
I,D,Salix pentandra,bay-leaved willow,,Salix pentandra
N,D,Salix petiolaris,slender willow,,Salix petiolaris
N,D,Salix planifolia,diamond-leaved willow,,Salix planifolia
N,D,Salix pseudomonticola,false mountain willow,,
N,D,Salix pyrifolia,balsam willow,,Salix pyrifolia
N,D,Salix sericea,silky willow,,Salix sericea
N,D,Salix serissima,autumn willow,,Salix serissima
I,D,Salix xfragilis,crank willow,,Salix fragilis
I,H,Salsola collina,salsola tumbleweed,,Salsola collina
I,H,Salsola tragus,Russian thistle,,Salsola tragus
I,H,Salvia reflexa,lance-leaved sage,,Salvia reflexa
N,D,Sambucus canadensis var. canadensis,common elder,,Sambucus canadensis var. canadensis
N,D,Sambucus racemosa var. pubens,red-berried elder,,Sambucus racemosa var. pubens
N,H,Sanguinaria canadensis,bloodroot,,Sanguinaria canadensis
N,H,Sanicula canadensis,Canadian black snakeroot,,Sanicula canadensis
N,H,Sanicula canadensis var. canadensis,Canada black snakeroot,,
N,H,Sanicula canadensis var. grandis,Canada black snakeroot,,
N,H,Sanicula marilandica,maryland black snakeroot,,Sanicula marilandica
N,H,Sanicula odorata,clustered black snakeroot,,Sanicula gregaria
N,H,Sanicula trifoliata,beaked snakeroot,,Sanicula trifoliata
I,H,Saponaria officinalis,bouncing bet,,Saponaria officinalis
N,H,Sarracenia purpurea subsp. purpurea,pitcher plant,,Sarracenia purpurea var. purpurea
N,H,Satureja vulgaris,wild basil,Clinopodium vulgare,Satureja vulgaris
N,H,Saxifraga cernua,nodding saxifrage,,Saxifraga cernua
N,H,Saxifraga paniculata,encrusted saxifrage,,Saxifraga aizoon
N,H,Sceptridium dissectum,cutleaf grape-fern,,Botrychium dissectum
N,H,Sceptridium multifidum,leathery grape-fern,,Botrychium multifidum
N,H,Sceptridium oneidense,blunt-lobed grape-fern,,Botrychium oneidense
N,H,Sceptridium rugulosum,Laurentian grape-fern,,Botrychium rugulosum
N,G,Schedonnardus paniculatus,tumble grass,,Schedonnardus paniculatus
I,G,Schedonorus arundinaceus,tall fescue,,Festuca elatior
I,G,Schedonorus pratensis,meadow fescue,,Festuca pratensis
N,H,Scheuchzeria palustris,scheuchzeria,,Scheuchzeria palustris
N,G,Schizachne purpurascens,false melic grass,,"Schizachne purpurascens, Schizachne purpurascens var. pubescens, Schizachne purpurascens var. purpurascens"
N,G,Schizachyrium scoparium var. scoparium,little bluestem,,Schizachyrium scoparium var. scoparium
N,G,Schoenoplectiella purshiana,weak-stalk bulrush,,Scirpus smithii
N,G,Schoenoplectiella purshiana var. purshiana,weak-stalk bulrush,,Scirpus smithii
N,G,Schoenoplectiella purshiana var. williamsii,weak-stalk bulrush,,
N,G,Schoenoplectiella smithii,blunt-scale bulrush,,Scirpus smithii
N,G,Schoenoplectiella smithii var. setosa,blunt-scale bulrush,,Scirpus smithii
N,G,Schoenoplectiella smithii var. smithii,blunt-scale bulrush,,Scirpus smithii
N,G,Schoenoplectus acutus var. acutus,hardstem bulrush,,Scirpus acutus
N,G,Schoenoplectus acutus x tabernaemontani,bulrush,,
N,G,Schoenoplectus heterochaetus,slender bulrush,,Scirpus heterochaetus
N,G,Schoenoplectus pungens,three-square bulrush,,Scirpus pungens
N,G,Schoenoplectus subterminalis,swaying bulrush,,Scirpus subterminalis
N,G,Schoenoplectus tabernaemontani,soft stem bulrush,,Scirpus validus
N,G,Schoenoplectus torreyi,Torrey's bulrush,,Scirpus torreyi
N,G,Schoenoplectus xoblongus,bulrush,,
I,D,Scilla siberica,Siberian squill,,Scilla sibirica
N,G,Scirpus atrocinctus,black-girdled woolgrass,,Scirpus cyperinus s.l.
N,G,Scirpus atrovirens,dark green bulrush,,"Scirpus atrovirens s.l., Scirpus atrovirens var. atrovirens"
N,G,Scirpus cyperinus,woolgrass,,Scirpus cyperinus s.l.
N,G,Scirpus georgianus,Georgia bulrush,,Scirpus georgianus
N,G,Scirpus hattorianus,mosquito bulrush,,Scirpus hattorianus
N,G,Scirpus microcarpus,panicled bulrush,,Scirpus microcarpus
N,G,Scirpus pallidus,pale bulrush,,"Scirpus atrovirens s.l., Scirpus atrovirens var. pallidus"
N,G,Scirpus pedicellatus,stalked bulrush,,Scirpus cyperinus s.l.
N,G,Scirpus pendulus,rufous bulrush,,Scirpus pendulus
I,H,Scleranthus annuus subsp. annuus,knawel,,Scleranthus annuus
I,H,Scleranthus perennis,perennial knawel,,
N,G,Scleria triglomerata,tall nutrush,,Scleria triglomerata
N,G,Scleria verticillata,whorled nutrush,,Scleria verticillata
N,G,Scolochloa festucacea,whitetop,,Scolochloa festucacea
N,H,Scrophularia lanceolata,lance-leaved figwort,,Scrophularia lanceolata
N,H,Scrophularia marilandica,Maryland figwort,,Scrophularia marilandica
N,H,Scutellaria galericulata,marsh skullcap,,Scutellaria galericulata
N,H,Scutellaria lateriflora,mad dog skullcap,,Scutellaria lateriflora
N,H,Scutellaria leonardii,Leonard's skullcap,,Scutellaria leonardii
N,H,Scutellaria ovata var. versicolor,ovate-leaved skullcap,,Scutellaria ovata var. versicolor
N,H,Scutellaria parvula,prairie skullcap,,Scutellaria parvula
I,H,Securigera varia,crownvetch,,Coronilla varia
I,H,Sedum acre,mossy stonecrop,,Sedum acre
N,H,Selaginella rupestris,rock spikemoss,,Selaginella rupestris
N,H,Selaginella selaginoides,northern spikemoss,,Selaginella selaginoides
N,H,Senecio integerrimus var. integerrimus,entire ragwort,,Senecio integerrimus
I,H,Senecio viscosus,sticky ragwort,,Senecio viscosus
I,H,Senecio vulgaris,common groundsel,,Senecio vulgaris
I,G,Setaria faberi,giant foxtail,,Setaria faberi
I,G,Setaria italica,foxtail millet,,Setaria italica
I,G,Setaria pumila,yellow foxtail,,
I,G,Setaria pumila subsp. pallidefusca,yellow foxtail,,
I,G,Setaria pumila subsp. pumila,yellow foxtail,,Setaria glauca
I,G,Setaria verticillata,bristly foxtail,,Setaria verticillata
I,G,Setaria viridis,green foxtail,,Setaria viridis
I,G,Setaria viridis var. major,green foxtail,,Setaria viridis var. major
I,G,Setaria viridis var. viridis,green foxtail,,Setaria viridis var. viridis
N,D,Shepherdia argentea,buffaloberry,,Shepherdia argentea
N,D,Shepherdia canadensis,soapberry,,Shepherdia canadensis
N,H,Shinnersoseris rostrata,annual skeletonweed,,Lygodesmia rostrata
N,B,Sibbaldiopsis tridentata,three-toothed cinquefoil,,Potentilla tridentata
N,H,Sicyos angulatus,bur cucumber,,Sicyos angulatus
N,H,Silene antirrhina,sleepy catchfly,,Silene antirrhina
I,H,Silene armeria,sweet William catchfly,,Silene armeria
I,H,Silene csereii,smooth catchfly,,Silene csereii
I,H,Silene dichotoma subsp. dichotoma,forking catchfly,,Silene dichotoma
I,H,Silene dioica,red cockle,,Silene dioica
N,H,Silene drummondii subsp. drummondii,Drummond's campion,,Silene drummondii
I,H,Silene flos-cuculi subsp. flos-cuculi,ragged robin,,Lychnis flos-cuculi
N,H,Silene hitchguirei,mountain campion,,
I,H,Silene latifolia,white campion,,Silene latifolia
N,H,Silene nivea,snowy campion,,Silene nivea
I,H,Silene noctiflora,night-flowering campion,,Silene noctiflora
N,H,Silene stellata,starry campion,,"Silene stellata, Silene stellata var. scabrella, Silene stellata var. stellata"
I,H,Silene vulgaris subsp. vulgaris,bladder campion,,Silene vulgaris
N,H,Silphium laciniatum,compass plant,,Silphium laciniatum
N,H,Silphium perfoliatum var. perfoliatum,cup plant,,Silphium perfoliatum
I,H,Sinapis arvensis,wild mustard,,Sinapis arvensis
I,H,Sisymbrium altissimum,tumble mustard,,Sisymbrium altissimum
I,H,Sisymbrium loeselii,tall hedge mustard,,Sisymbrium loeselii
I,H,Sisymbrium officinale,hedge mustard,,Sisymbrium officinale
N,H,Sisyrinchium angustifolium,narrowleaf blue-eyed grass,,Sisyrinchium angustifolium
N,H,Sisyrinchium campestre,field blue-eyed grass,,Sisyrinchium campestre
N,H,Sisyrinchium montanum var. montanum,mountain blue-eyed grass,,"Sisyrinchium montanum, Sisyrinchium montanum var. crebrum, Sisyrinchium montanum var. montanum"
N,H,Sisyrinchium mucronatum,pointed-petal blue-eyed grass,,Sisyrinchium mucronatum
N,H,Sium suave,water parsnip,,Sium suave
N,H,Smilax ecirrhata,erect carrion flower,,Smilax ecirrhata
N,H,Smilax herbacea,smooth carrion flower,,"Smilax herbacea, Smilax herbacea var. herbacea"
N,H,Smilax illinoensis,Illinois carrion flower,,Smilax illinoensis
N,H,Smilax lasioneura,common carrion flower,,Smilax herbacea var. lasioneura
N,C,Smilax tamnoides,bristly greenbrier,,Smilax hispida
I,H,Solanum carolinense var. carolinense,Carolina horsenettle,,
I,H,Solanum dulcamara,bittersweet nightshade,,Solanum dulcamara
N,H,Solanum emulans,black nightshade,,Solanum nigrum var. virginicum
N,H,Solanum nitidibaccatum,hairy nightshade,,
N,H,Solanum rostratum,buffalo bur,,Solanum rostratum
N,H,Solanum triflorum,three-flowered nightshade,,Solanum triflorum
N,H,Solidago altissima,late goldenrod,,Solidago canadensis s.l.
N,H,Solidago altissima subsp. altissima,late goldenrod,,Solidago canadensis var. scabra
N,H,Solidago altissima subsp. gilvocanescens,late goldenrod,,Solidago canadensis var. gilvocanescens
N,H,Solidago canadensis,Canada goldenrod,,Solidago canadensis s.l.
N,H,Solidago canadensis var. canadensis,Canada goldenrod,,Solidago canadensis var. canadensis
N,H,Solidago canadensis var. hargeri,Canada goldenrod,,Solidago canadensis var. hargeri
N,H,Solidago flexicaulis,zigzag goldenrod,,Solidago flexicaulis
N,H,Solidago gigantea,giant goldenrod,,Solidago gigantea
N,H,Solidago hispida,hairy goldenrod,,"Solidago hispida, Solidago hispida var. arnoglossa, Solidago hispida var. hispida"
N,H,Solidago juncea,early goldenrod,,Solidago juncea
N,H,Solidago missouriensis,Missouri goldenrod,,"Solidago missouriensis, Solidago missouriensis var. fasciculata, Solidago missouriensis var. missouriensis"
N,H,Solidago mollis,soft goldenrod,,Solidago mollis
N,H,Solidago nemoralis,gray goldenrod,,Solidago nemoralis
N,H,Solidago nemoralis subsp. decemflora,gray goldenrod,,Solidago nemoralis var. longipetiolata
N,H,Solidago nemoralis subsp. nemoralis,gray goldenrod,,Solidago nemoralis var. nemoralis
N,H,Solidago ptarmicoides,upland white aster,,Solidago ptarmicoides
N,H,Solidago riddellii,Riddell's goldenrod,,Solidago riddellii
N,H,Solidago rigida,stiff goldenrod,,Solidago rigida
N,H,Solidago rigida subsp. humilis,stiff goldenrod,,Solidago rigida var. humilis
N,H,Solidago rigida subsp. rigida,stiff goldenrod,,Solidago rigida var. rigida
N,H,Solidago sciaphila,cliff goldenrod,,Solidago sciaphila
N,H,Solidago speciosa,showy goldenrod,,Solidago speciosa
N,H,Solidago speciosa var. rigidiuscula,showy goldenrod,,Solidago speciosa var. rigidiuscula
N,H,Solidago speciosa var. speciosa,showy goldenrod,,"Solidago speciosa var. jejunifolia, Solidago speciosa var. speciosa"
N,H,Solidago uliginosa,bog goldenrod,,Solidago uliginosa
N,H,Solidago ulmifolia var. ulmifolia,elm-leaved goldenrod,,Solidago ulmifolia
N,H,Solidago xbernardii,bernard's goldenrod,,Solidago xbernardii
I,H,Sonchus arvensis,field sow thistle,,Sonchus arvensis s.l.
I,H,Sonchus arvensis subsp. arvensis,field sow thistle,,Sonchus arvensis var. arvensis
I,H,Sonchus arvensis subsp. uliginosus,field sow thistle,,Sonchus arvensis var. glabrescens
I,H,Sonchus asper,spiny sow thistle,,Sonchus asper
I,H,Sonchus oleraceus,common sow thistle,,Sonchus oleraceus
I,D,Sorbaria sorbifolia,false spiraea,,Sorbaria sorbifolia
N,D,Sorbus americana,American mountain ash,,Sorbus americana
I,D,Sorbus aucuparia,European mountain ash,,Sorbus aucuparia
N,D,Sorbus decora,showy mountain ash,,Sorbus decora
N,G,Sorghastrum nutans,Indian grass,,Sorghastrum nutans
N,H,Sparganium americanum,Nuttall's bur-reed,,Sparganium americanum
N,H,Sparganium androcladum,branching bur-reed,,Sparganium androcladum
N,"H,S",Sparganium angustifolium,narrow-leaved bur-reed,,Sparganium angustifolium
N,H,Sparganium emersum,narrowleaf bur-reed,,"Sparganium chlorocarpum, Sparganium emersum s.s."
N,H,Sparganium eurycarpum,giant bur-reed,,Sparganium eurycarpum
N,"F,H,S",Sparganium fluctuans,floating bur-reed,,Sparganium fluctuans
N,H,Sparganium glomeratum,clustered bur-reed,,Sparganium glomeratum
N,"H,S",Sparganium natans,small bur-reed,,Sparganium minimum
N,G,Spartina gracilis,alkali cordgrass,,Spartina gracilis
N,G,Spartina pectinata,prairie cordgrass,,Spartina pectinata
I,H,Spergula arvensis,corn spurry,,Spergula arvensis
I,H,Spergularia rubra,red sand spurrey,,Spergularia rubra
U,H,Spermolepis inermis,,,Spermolepis inermis
N,H,Sphaeralcea coccinea var. coccinea,scarlet globemallow,,Sphaeralcea coccinea
N,G,Sphenopholis intermedia,slender wedge grass,,"Sphenopholis obtusata s.l., Sphenopholis obtusata var. major"
N,G,Sphenopholis obtusata,prairie wedge grass,,"Sphenopholis obtusata s.l., Sphenopholis obtusata var. obtusata"
N,H,Spinulum annotinum,bristly clubmoss,,Lycopodium annotinum
N,H,Spinulum canadense,northern bristly clubmoss,,
N,D,Spiraea alba var. alba,white meadowsweet,,Spiraea alba var. alba
N,D,Spiraea tomentosa var. rosea,steeplebush,,Spiraea tomentosa var. rosea
N,H,Spiranthes casei var. casei,Case's ladies' tresses,,Spiranthes casei
N,H,Spiranthes cernua,nodding ladies' tresses,Spiranthes incuva,Spiranthes cernua
N,H,Spiranthes lacera,slender ladies' tresses,,Spiranthes lacera
N,H,Spiranthes lacera var. gracilis,southern slender ladies' tresses,,Spiranthes lacera var. gracilis
N,H,Spiranthes lacera var. lacera,northern slender ladies' tresses,,Spiranthes lacera var. lacera
N,H,Spiranthes magnicamporum,Great Plains ladies' tresses,,Spiranthes magnicamporum
N,H,Spiranthes ovalis,lesser ladies' tresses,,
N,H,Spiranthes romanzoffiana,hooded ladies' tresses,,Spiranthes romanzoffiana
N,"F,H",Spirodela polyrrhiza,greater duckweed,,Spirodela polyrhiza
N,G,Sporobolus compositus var. compositus,rough dropseed,,Sporobolus asper
N,G,Sporobolus cryptandrus,sand dropseed,,"Sporobolus cryptandrus, Sporobolus cryptandrus var. cryptandrus, Sporobolus cryptandrus var. fuscicolor"
N,G,Sporobolus heterolepis,prairie dropseed,,Sporobolus heterolepis
N,G,Sporobolus neglectus,annual dropseed,,Sporobolus neglectus
N,G,Sporobolus vaginiflorus var. vaginiflorus,poverty dropseed,,Sporobolus vaginiflorus
N,H,Stachys hispida,smooth hedge nettle,,Stachys hispida
N,H,Stachys palustris,woundwort,,Stachys palustris
N,H,Stachys palustris var. homotricha,woundwort,,Stachys palustris var. homotricha
N,H,Stachys palustris var. pilosa,woundwort,,Stachys palustris var. pilosa
N,H,Stachys tenuifolia,narrow-leaved hedge nettle,,Stachys tenuifolia
N,D,Staphylea trifolia,bladdernut,,Staphylea trifolia
N,H,Stellaria alsine,alsine chickweed,,Stellaria alsine
N,H,Stellaria borealis subsp. borealis,northern starwort,,Stellaria borealis var. borealis
N,H,Stellaria crassifolia,fleshy-leaved starwort,,Stellaria crassifolia
I,H,Stellaria graminea,lesser stitchwort,,Stellaria graminea
N,H,Stellaria longifolia,long-leaved chickweed,,Stellaria longifolia
N,H,Stellaria longipes subsp. longipes,long-stalked chickweed,,Stellaria longipes
I,H,Stellaria media,common chickweed,,Stellaria media
N,H,Streptopus amplexifolius,clasping leaved twistedstalk,,"Streptopus amplexifolius, Streptopus amplexifolius var. americanus, Streptopus amplexifolius var. denticulatus"
N,H,Streptopus lanceolatus,rose twistedstalk,,"Streptopus roseus, Streptopus roseus var. longipes"
N,H,Strophostyles helvola,trailing fuzzy bean,,Strophostyles helvola
N,H,Strophostyles leiosperma,slickseed fuzzy bean,,Strophostyles leiosperma
N,"H,S",Stuckenia filiformis,thread-leaved pondweed,,Potamogeton filiformis
N,"H,S",Stuckenia filiformis subsp. alpina,thread-leaved pondweed,,Potamogeton filiformis var. borealis
N,"H,S",Stuckenia filiformis subsp. occidentalis,thread-leaved pondweed,,Potamogeton filiformis var. filiformis
N,"H,S",Stuckenia pectinata,sago pondweed,,Potamogeton pectinatus
N,"H,S",Stuckenia vaginata,sheathed pondweed,,Potamogeton vaginatus
N,H,Suaeda calceoliformis,sea-blite,,Suaeda calceoliformis
N,"H,S",Subularia aquatica subsp. americana,awlwort,,Subularia aquatica var. americana
N,H,Sullivantia sullivantii,reniform sullivantia,,Sullivantia renifolia
N,D,Symphoricarpos albus,snowberry,,Symphoricarpos albus
N,D,Symphoricarpos occidentalis,wolfberry,,Symphoricarpos occidentalis
N,H,Symphyotrichum boreale,bog aster,,Aster borealis
N,H,Symphyotrichum ciliatum,short-rayed aster,,Aster brachyactis
N,H,Symphyotrichum ciliolatum,Lindley's aster,,Aster ciliolatus
N,H,Symphyotrichum cordifolium,heart-leaved aster,,Aster cordifolius
N,H,Symphyotrichum drummondii var. drummondii,Drummond's aster,,Aster drummondii
N,H,Symphyotrichum ericoides,heath aster,,Aster ericoides
N,H,Symphyotrichum ericoides var. ericoides,heath aster,,
N,H,Symphyotrichum ericoides var. pansum,heath aster,,
N,H,Symphyotrichum falcatum var. commutatum,sickle-shaped aster,,Aster falcatus var. commutatus
N,H,Symphyotrichum firmum,glossy-leaf aster,,Aster firmus
N,H,Symphyotrichum laeve,smooth blue aster,,Aster laevis
N,H,Symphyotrichum laeve var. geyeri,smooth aster,,Aster laevis var. geyeri
N,H,Symphyotrichum laeve var. laeve,smooth aster,,Aster laevis var. laevis
N,H,Symphyotrichum lanceolatum,panicled aster,,Aster lanceolatus
N,H,Symphyotrichum lanceolatum var. hesperium,western panicled aster,,Aster hesperius
N,H,Symphyotrichum lanceolatum var. hirsuticaule,white panicle aster,,
N,H,Symphyotrichum lanceolatum var. interior,eastern panicled aster,,Aster lanceolatus var. interior
N,H,Symphyotrichum lanceolatum var. lanceolatum,eastern panicled aster,,"Aster lanceolatus var. lanceolatus, Aster lanceolatus var. simplex"
N,H,Symphyotrichum lateriflorum,side-flowering aster,,Aster lateriflorus
N,H,Symphyotrichum novae-angliae,New England aster,,Aster novae-angliae
N,H,Symphyotrichum oblongifolium,aromatic aster,,Aster oblongifolius
N,H,Symphyotrichum ontarionis var. ontarionis,Ontario aster,,Aster ontarionis
N,H,Symphyotrichum oolentangiense,skyblue aster,,Aster oolentangiensis
N,H,Symphyotrichum pilosum,awl aster,,Aster pilosus
N,H,Symphyotrichum pilosum var. pilosum,awl aster,,
N,H,Symphyotrichum pilosum var. pringlei,awl aster,,
N,H,Symphyotrichum praealtum,veiny lined aster,,"Aster praealtus, Aster praealtus var. praealtus"
N,H,Symphyotrichum prenanthoides,crooked aster,,Aster prenanthoides
N,H,Symphyotrichum puniceum var. puniceum,red-stemmed aster,,Aster puniceus s.s.
N,H,Symphyotrichum sericeum,silky aster,,Aster sericeus
N,H,Symphyotrichum shortii,Short's aster,,Aster shortii
N,H,Symphyotrichum urophyllum,tail-leaved aster,,Aster sagittifolius
N,H,Symphyotrichum xamethystinum,New England and heath aster hybrid,,"Aster xamethystinus, Aster x amethystinum"
N,H,Symphyotrichum xlongulum,long aster,,Aster xlongulus
I,H,Symphytum officinale,common comfrey,,Symphytum officinale
N,H,Symplocarpus foetidus,skunk cabbage,,Symplocarpus foetidus
N,H,Synthyris bullii,kitten-tails,,Besseya bullii
N,H,Taenidia integerrima,yellow pimpernel,,Taenidia integerrima
I,H,Tanacetum parthenium,feverfew,,Chrysanthemum parthenium
I,H,Tanacetum vulgare,tansy,,Tanacetum vulgare
I,H,Taraxacum erythrospermum,red-seeded dandelion,,Taraxacum laevigatum
I,H,Taraxacum officinale,common dandelion,,Taraxacum officinale
N,E,Taxus canadensis,Canada yew,,Taxus canadensis
N,H,Tephroseris palustris,swamp ragwort,,Senecio congestus
N,H,Tephrosia virginiana,goat's rue,,Tephrosia virginiana
N,H,Teucrium canadense,germander,,Teucrium canadense
N,H,Teucrium canadense var. occidentale,germander,,Teucrium canadense var. occidentale
N,H,Teucrium canadense var. virginicum,germander,,Teucrium canadense var. virginicum
N,H,Thalictrum amphibolum,purple meadow-rue,,Thalictrum revolutum
N,H,Thalictrum dasycarpum,tall meadow-rue,,Thalictrum dasycarpum
N,H,Thalictrum dioicum,early meadow-rue,,Thalictrum dioicum
N,H,Thalictrum thalictroides,rue anemone,,Anemonella thalictroides
N,H,Thalictrum venulosum,veiny meadow-rue,,Thalictrum venulosum
N,H,Thaspium chapmanii,Chapman's meadow parsnip,,Thaspium barbinode
N,H,Thelypteris palustris var. pubescens,eastern marsh fern,,Thelypteris palustris var. pubescens
I,H,Thladiantha dubia,Manchu tubergourd,,
I,H,Thlaspi arvense,pennycress,,Thlaspi arvense
N,E,Thuja occidentalis,white cedar,,Thuja occidentalis
N,D,Tilia americana,basswood,,Tilia americana
N,H,Tofieldia pusilla,small false asphodel,,Tofieldia pusilla
I,H,Torilis japonica,Japanese Hedge Parsley,,Torilis japonica
N,G,Torreyochloa pallida,Torrey's mannagrass,,Puccinellia pallida
N,G,Torreyochloa pallida var. fernaldii,Torrey's mannagrass,,Puccinellia pallida
N,G,Torreyochloa pallida var. pallida,Torrey's mannagrass,,Puccinellia pallida
N,"C,D",Toxicodendron radicans,poison ivy,,"Toxicodendron radicans s.s., Toxicodendron radicans var. negundo, Toxicodendron rydbergii"
N,D,Toxicodendron radicans var. radicans,eastern poison ivy,,"Toxicodendron radicans s.s., Toxicodendron radicans var. negundo"
N,D,Toxicodendron radicans var. rydbergii,western poison ivy,,Toxicodendron rydbergii
N,D,Toxicodendron vernix,poison sumac,,Toxicodendron vernix
N,H,Tradescantia bracteata,bracted spiderwort,,Tradescantia bracteata
N,H,Tradescantia occidentalis var. occidentalis,western spiderwort,,Tradescantia occidentalis
N,H,Tradescantia ohiensis,Ohio spiderwort,,Tradescantia ohiensis
I,H,Tragopogon dubius,yellow goat's beard,,Tragopogon dubius
I,H,Tragopogon pratensis,meadow goat's beard,,Tragopogon pratensis
N,H,Triadenum fraseri,marsh St. John's wort,,Triadenum fraseri
N,H,Triantha glutinosa,sticky false asphodel,,Tofieldia glutinosa
I,H,Tribulus terrestris,caltrop,,Tribulus terrestris
N,G,Trichophorum alpinum,Hudson bay bulrush,,Scirpus hudsonianus
N,G,Trichophorum cespitosum,tufted bulrush,,Scirpus cespitosus
N,G,Trichophorum clintonii,Clinton's bulrush,,Scirpus clintonii
I,H,Tridens flavus var. flavus,purpletop tridens,,
N,H,Trientalis borealis,starflower,Lysimachia borealis,Trientalis borealis
I,H,Trifolium arvense,rabbit's foot clover,,Trifolium arvense
I,H,Trifolium aureum,golden hop clover,,Trifolium aureum
I,H,Trifolium campestre,field hop clover,,Trifolium campestre
I,H,Trifolium fragiferum,strawberry clover,,
I,H,Trifolium hybridum,alsike clover,,Trifolium hybridum
I,H,Trifolium incarnatum,crimson clover,,Trifolium incarnatum
I,H,Trifolium pratense,red clover,,Trifolium pratense
I,H,Trifolium repens,white clover,,Trifolium repens
N,H,Triglochin maritima,seaside arrowgrass,,Triglochin maritima
N,H,Triglochin palustris,marsh arrowgrass,,Triglochin palustris
N,H,Trillium cernuum,nodding trillium,,Trillium cernuum var. macranthum
N,H,Trillium flexipes,drooping trillium,,Trillium flexipes
N,H,Trillium grandiflorum,large-flowered trillium,,Trillium grandiflorum
N,H,Trillium nivale,snow trillium,,Trillium nivale
N,H,Triodanis leptocarpa,slender-fruited Venus' looking-glass,,Triodanis leptocarpa
N,H,Triodanis perfoliata,clasping-leaved Venus' looking-glass,,Triodanis perfoliata
N,H,Triosteum aurantiacum,orange-fruit horse gentian,,Triosteum aurantiacum
N,H,Triosteum perfoliatum,late horse gentian,,Triosteum perfoliatum
N,G,Triplasis purpurea var. purpurea,purple sandgrass,,Triplasis purpurea
I,H,Tripleurospermum inodorum,scentless false mayweed,,Matricaria maritima
N,G,Trisetum spicatum,spike trisetum,,Trisetum spicatum
N,E,Tsuga canadensis,eastern hemlock,,Tsuga canadensis
N,H,Turritis glabra,tower mustard,,Arabis glabra
I,H,Typha angustifolia,narrow-leaved cattail,,Typha angustifolia
N,H,Typha latifolia,broad-leaved cattail,,Typha latifolia
I,H,Typha xglauca,hybrid cattail,,Typha xglauca
N,D,Ulmus americana,American elm,,Ulmus americana
I,D,Ulmus pumila,Siberian elm,,Ulmus pumila
N,D,Ulmus rubra,red elm,,Ulmus rubra
N,D,Ulmus thomasii,rock elm,,Ulmus thomasii
N,H,Urtica dioica subsp. gracilis,stinging nettle,,Urtica dioica var. procera
N,"H,S",Utricularia cornuta,horned bladderwort,,Utricularia cornuta
N,"H,S",Utricularia geminiscapa,hidden-fruit bladderwort,,Utricularia geminiscapa
N,"H,S",Utricularia gibba,humped bladderwort,,Utricularia gibba
N,"H,S",Utricularia intermedia,intermediate bladderwort,,Utricularia intermedia
N,"H,S",Utricularia minor,lesser bladderwort,,Utricularia minor
N,"H,S",Utricularia purpurea,purple-flowered bladderwort,,Utricularia purpurea
N,"H,S",Utricularia resupinata,lavender bladderwort,,Utricularia resupinata
N,"H,S",Utricularia vulgaris,common bladderwort,,Utricularia vulgaris
N,H,Uvularia grandiflora,large-flowered bellwort,,Uvularia grandiflora
N,H,Uvularia sessilifolia,pale bellwort,,Uvularia sessilifolia
I,H,Vaccaria hispanica,cowherb,,Vaccaria hispanica
N,D,Vaccinium angustifolium,lowbush blueberry,,Vaccinium angustifolium
N,D,Vaccinium cespitosum,dwarf bilberry,,Vaccinium cespitosum
N,B,Vaccinium macrocarpon,large cranberry,,Vaccinium macrocarpon
N,D,Vaccinium myrtilloides,velvet-leaved blueberry,,Vaccinium myrtilloides
N,B,Vaccinium oxycoccos,small cranberry,,Vaccinium oxycoccos
N,D,Vaccinium uliginosum,alpine bilberry,,Vaccinium uliginosum var. alpinum
N,B,Vaccinium vitis-idaea,lingonberry,,Vaccinium vitis-idaea
N,H,Valeriana edulis var. ciliata,edible valerian,,Valeriana edulis var. ciliata
I,H,Valeriana officinalis,garden heliotrope,,Valeriana officinalis
N,"H,S",Vallisneria americana,eelgrass,,Vallisneria americana
I,H,Verbascum blattaria,moth mullein,,Verbascum blattaria
I,H,Verbascum thapsus,common mullein,,Verbascum thapsus
N,H,Verbena bracteata,large-bracted vervain,,Verbena bracteata
N,H,Verbena hastata,blue vervain,,Verbena hastata
N,H,Verbena simplex,narrow-leaved vervain,,Verbena simplex
N,H,Verbena stricta,hoary vervain,,Verbena stricta
N,H,Verbena urticifolia,white vervain,,Verbena urticifolia
N,H,Verbena xdeamii,Deam's vervain,,Verbena xdeamii
N,H,Verbena xperriana,hybrid vervain,,Verbena xperriana
U,H,Vernonia baldwinii,western ironweed,,Vernonia baldwinii var. interior
N,H,Vernonia fasciculata,bunched ironweed,,"Vernonia fasciculata, Vernonia fasciculata var. fasciculata, Vernonia fasciculata var. nebraskensis"
N,H,Veronica americana,American brooklime,,Veronica americana
I,H,Veronica arvensis,corn speedwell,,Veronica arvensis
N,H,Veronica catenata,water speedwell,,Veronica catenata
I,H,Veronica longifolia,seaside Veronica,,Veronica longifolia
I,H,Veronica officinalis,common speedwell,,Veronica officinalis
N,H,Veronica peregrina,purslane speedwell,,"Veronica peregrina, Veronica peregrina var. peregrina, Veronica peregrina var. xalapensis"
I,H,Veronica persica,bird's eye speedwell,,Veronica persica
N,H,Veronica scutellata,marsh speedwell,,Veronica scutellata
